Code,Description,Label,Type
bxdx.,EZETIMIBE + SIMVASTATIN tabs 10mg + 40mg,simvastatin,read_2
bxdx.,Simvastatin 40mg / Ezetimibe 10mg tablets,simvastatin,read_2
bxdx.00,SIMVASTATIN + EZETIMIBE tabs 40mg + 10mg,simvastatin,read_2
bxdx.00,Simvastatin 40mg with ezetimibe 10mg tablet,simvastatin,read_2
bxdx.00,Simvastatin 40mg / Ezetimibe 10mg tablets,simvastatin,read_2
bxdy.00,SIMVASTATIN + EZETIMIBE tabs 20mg + 10mg,simvastatin,read_2
bxdy.00,Simvastatin 20mg with ezetimibe 10mg tablet,simvastatin,read_2
bxdy.00,EZETIMIBE + SIMVASTATIN tabs 10mg + 20mg,simvastatin,read_2
bxdy.00,Simvastatin 20mg / Ezetimibe 10mg tablets,simvastatin,read_2
bxdy.00,Ezetimibe And Simvastatin Tablets 10 mg + 20 mg,simvastatin,read_2
bxdz.,Simvastatin 80mg tablets,simvastatin,read_2
bxdz.,SIMVASTATIN tabs 80mg,simvastatin,read_2
bxdz.00,Simvastatin 80mg tablets,simvastatin,read_2
bxdz.00,SIMVASTATIN tabs 80mg,simvastatin,read_2
bxdz.00,simvastatin tablets 80mg,simvastatin,read_2
bxdz.00,Simvastatin Tablets 80 mg,simvastatin,read_2
bxdz.00,Simvastatin  Tablets  80 mg,simvastatin,read_2
0212000Y0BBAAAA,Zocor TABS 10MG,simvastatin,bnf_code
02.12.04.00.00,Zocor 40mg tablets (Merck Sharp & Dohme Ltd),simvastatin,bnf_code
02.12.04.00.00,Zocor 10mg tablets (Merck Sharp & Dohme Ltd),simvastatin,bnf_code
0212000Y0BBAAAA,Zocor-P42 10mg Tablet,simvastatin,bnf_code
0212000Y0BBAAAA,Zocor TABLETS 10MG,simvastatin,bnf_code
02.12.04.00.00,Zocor 20mg tablets (Merck Sharp & Dohme Ltd),simvastatin,bnf_code
0212000Y0BBABAB,Zocor TABS 20MG,simvastatin,bnf_code
0212000Y0BBAAAA,ZOCOR TABLETS 10MG,simvastatin,bnf_code
0212000Y0BBABAB,ZOCOR TABLETS 20MG,simvastatin,bnf_code
02.12.04.00.00,Zocor 80mg tablets (Merck Sharp & Dohme Ltd),simvastatin,bnf_code
02120400,Zocor 20mg tablets (Merck Sharp & Dohme Ltd),simvastatin,bnf_code
108111000001106,ZOCOR TAB 10mg,simvastatin,dmd_code
108111000001106,ZOCOR TAB 10,simvastatin,dmd_code
108111000001106,Zocor Tablets 10 mg,simvastatin,dmd_code
859611000001107,Zocor 40mg tablets (Merck Sharp & Dohme Ltd),simvastatin,dmd_code
108111000001106,Zocor 10mg tablets (Merck Sharp & Dohme Ltd),simvastatin,dmd_code
108111000001106,ZOCOR tabs 10mg,simvastatin,dmd_code
776811000001104,ZOCOR tabs 20mg,simvastatin,dmd_code
776811000001104,Zocor 20mg tablets (Merck Sharp & Dohme Ltd),simvastatin,dmd_code
859611000001107,Zocor  Tablets  40 mg,simvastatin,dmd_code
108111000001106,ZOCOR TABLETS 10 MG,simvastatin,dmd_code
776811000001104,ZOCOR TAB 20mg,simvastatin,dmd_code
859611000001107,ZOCOR TAB 40mg,simvastatin,dmd_code
776811000001104,ZOCOR TAB 20,simvastatin,dmd_code
299275001000027104,ZOCOR,simvastatin,dmd_code
776811000001104,ZOCOR tablets 20mg,simvastatin,dmd_code
bxd6.00,Zocor 40mg tablets (Merck Sharp & Dohme Ltd),simvastatin,read_2
bxd6.00,Zocor  Tablets  40 mg,simvastatin,read_2
bxd6.00,ZOCOR TAB 40mg,simvastatin,read_2
bxd7.00,ZOCOR TAB 10mg,simvastatin,read_2
bxd7.00,ZOCOR TAB 10,simvastatin,read_2
bxd7.00,Zocor Tablets 10 mg,simvastatin,read_2
bxd7.00,Zocor 10mg tablets (Merck Sharp & Dohme Ltd),simvastatin,read_2
bxd7.00,ZOCOR tabs 10mg,simvastatin,read_2
bxd7.00,ZOCOR TABLETS 10 MG,simvastatin,read_2
bxd8.,Zocor 20mg tablets (Merck Sharp & Dohme Ltd),simvastatin,read_2
bxd8.00,ZOCOR tabs 20mg,simvastatin,read_2
bxd8.00,Zocor 20mg tablets (Merck Sharp & Dohme Ltd),simvastatin,read_2
bxd8.00,ZOCOR TAB 20mg,simvastatin,read_2
bxd8.00,ZOCOR TAB 20,simvastatin,read_2
bxd8.00,ZOCOR tablets 20mg,simvastatin,read_2
